name,price,points,position,team,team_pr,team_GF,team_GA,opponent,opponent_pr,opponent_GF,opponent_GA,Apps,Mins,Goals,Assists,SpG,Rating,Apps%,Mins%,Goals%,Assists%,GnA%,name_e
הוגו לוריס,10,0,GK,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,9,810,0,0,0.0,6.75,1.0,1.0,0.0,0.0,0.0,Hugo Lloris
אונאי סימון,9,0,GK,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,5,450,0,0,0.0,6.12,0.7142857142857143,0.7020280811232449,0.0,0.0,0.0,Unai Simón
טיבו קורטואה,9,0,GK,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,4,360,0,0,0.0,6.385,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,Thibaut Courtois
מנואל נוייר,9,0,GK,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,6,540,0,0,0.0,6.505,0.75,0.7366984993178718,0.0,0.0,0.0,Manuel Neuer
ג'אנלואיג'י דונארומה,8,0,GK,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,9,810,0,0,0.0,6.865,1.0,1.0,0.0,0.0,0.0,Gianluigi Donnarumma
ג'ורדן פיקפורד,8,0,GK,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,6,540,0,0,0.0,6.35,0.75,0.7648725212464589,0.0,0.0,0.0,Jordan Pickford
יספר סילסן,8,0,GK,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,4,360,0,0,0.0,6.64,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,Jasper Cillessen
רוי פטריסיו,8,0,GK,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,4,360,0,0,0.0,6.91,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,Rui Patrício
דומיניק ליבאקוביץ',7,0,GK,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,9,810,0,0,0.0,6.390000000000001,1.0,1.0,0.0,0.0,0.0,Dominik Livakovic
ווייצ'ך שצ'סני,7,0,GK,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,6,540,0,0,0.0,6.45,0.75,0.7180851063829787,0.0,0.0,0.0,Wojciech Szczesny
יאן זומר,7,0,GK,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,7,630,0,0,0.0,6.475,1.0,1.0,0.0,0.0,0.0,Yann Sommer
קספר שמייכל,7,0,GK,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,9,766,0,0,0.0,6.65,1.0,1.0,0.0,0.0,0.0,Kasper Schmeichel
אואורג'אן צ'אקיר,6,0,GK,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,4,360,0,0,0.0,6.6,0.5,0.5309734513274337,0.0,0.0,0.0,Ugurcan Çakir
אלכסנדר שלאגר,6,0,GK,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,5,450,0,0,0.0,5.705,0.5555555555555556,0.5653266331658291,0.0,0.0,0.0,Alexander Schlager
אנדרי פיאטוב,6,0,GK,אוקראינה,0.398685614063681,0,0,הולנד,0.7444165802422154,0,0,3,270,0,0,0.0,6.12,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,Andriy Pyatov
אנטון שונין,6,0,GK,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,7,630,0,0,0.0,6.655,0.875,0.8860759493670886,0.0,0.0,0.0,Anton Shunin
דויד דה חאה,6,0,GK,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,4,360,0,0,0.0,6.92,0.5714285714285714,0.5616224648985959,0.0,0.0,0.0,David de Gea
לוקאש פביאנסקי,6,0,GK,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,3,270,0,0,0.0,6.61,0.375,0.35904255319148937,0.0,0.0,0.0,Lukasz Fabianski
רובין אולסן,6,0,GK,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,6,540,0,0,0.0,6.39,0.75,0.7736389684813754,0.0,0.0,0.0,Robin Olsen
תומאש ואצליק,6,0,GK,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,7,586,0,0,0.0,6.48,1.0,0.9301587301587302,0.0,0.0,0.0,Tomás Vaclik
ברנד לנו,5,0,GK,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,1,90,0,0,0.0,6.96,0.125,0.12278308321964529,0.0,0.0,0.0,Bernd Leno
טים קרול,5,0,GK,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,5,450,0,0,0.0,6.225,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,Tim Krul
מרטין דוברבקה,5,0,GK,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,1,90,0,0,0.0,7.3,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,Martin Dúbravka
קרייג גורדון,5,0,GK,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,2,180,0,0,0.0,6.66,0.25,0.25,0.0,0.0,0.0,Craig Gordon
אנתוני לופס,4,0,GK,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,5,450,0,0,0.0,6.404999999999999,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,Anthony Lopes
וויין הנסי,4,0,GK,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,4,360,0,0,0.0,6.58,0.5,0.5,0.0,0.0,0.0,Danny Ward
לוקאס הרדצקי,4,0,GK,פינלנד,0.04697682260816799,0,0,דנמרק,0.7458117240666777,0,0,6,540,0,0,0.2,7.03,0.75,0.7648725212464589,0.0,0.0,0.0,Lukás Hrádecky
סטולה דימיטרייבסקי,4,0,GK,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,4,337,0,0,0.0,6.155,0.4444444444444444,0.4445910290237467,0.0,0.0,0.0,Stole Dimitrievski
סיימון מיניולה,4,0,GK,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,4,395,0,0,0.0,6.5649999999999995,0.4444444444444444,0.4876543209876543,0.0,0.0,0.0,Simon Mignolet
פיטר גולאצ'י,4,0,GK,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,4,360,0,0,0.0,6.015000000000001,0.5,0.5,0.0,0.0,0.0,Péter Gulácsi
אדם דייויס,3,0,GK,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,0,11,0,0,0.0,6.13,0.0,0.015277777777777777,0.0,0.0,0.0,Adam Davies
אלש מנדוס,3,0,GK,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,1,90,0,0,0.0,5.91,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,Ales Mandous
ג'ון מקלולין,3,0,GK,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,4,406,0,0,0.55,6.734999999999999,0.5,0.5638888888888889,0.0,0.0,0.0,Kenny McLean
דושאן קוציאק,3,0,GK,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,3,270,0,0,0.0,6.135,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,Dusan Kuciak
דייויד מרשל,3,0,GK,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,7,630,0,0,0.0,6.619999999999999,0.875,0.875,0.0,0.0,0.0,David Marshall
דמיאן סיסקובסקי,3,0,GK,צפון מקדוניה,0.02757270071027259,0,0,אוסטריה,0.4274293041742171,0,0,5,469,0,0,0.0,6.68,0.5555555555555556,0.6187335092348285,0.0,0.0,0.0,Damjan Siskovski
דנש דיבוס,3,0,GK,הונגריה,0.15166163251232578,0,0,פורטוגל,0.823428402144593,0,0,5,450,0,0,0.0,6.6899999999999995,0.625,0.625,0.0,0.0,0.0,Dénes Dibusz
כריסטופר נורדפלט,3,0,GK,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,2,180,0,0,0.0,6.98,0.25,0.25787965616045844,0.0,0.0,0.0,Kristoffer Nordfeldt
מארק רודאק,3,0,GK,סלובקיה,0.12769003786816638,0,0,פולין,0.43606352344699884,0,0,3,270,0,0,0.0,7.28,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,Marek Rodák
פאבאו פרבאן,3,0,GK,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,4,360,0,0,0.0,6.7,0.4444444444444444,0.45226130653266333,0.0,0.0,0.0,Pavao Pervan
קווין טראפ,3,0,GK,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,1,90,0,0,0.0,7.11,0.125,0.12278308321964529,0.0,0.0,0.0,Kevin Trapp
תומאש קובק,3,0,GK,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,0,45,0,0,0.0,6.54,0.0,0.07142857142857142,0.0,0.0,0.0,Tomás Koubek
רפאל וראן,10,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,7,586,0,0,0.75,6.800000000000001,0.7777777777777778,0.7234567901234568,0.0,0.0,0.0,Raphael Varane
אנטוניו רודיגר,9,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,8,720,0,1,0.85,6.83,1.0,0.9822646657571623,0.0,0.08333333333333333,0.037037037037037035,Antonio Rüdiger
בן צ'ילוול,9,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,3,218,0,1,0.25,6.795,0.375,0.3087818696883853,0.0,0.07692307692307693,0.034482758620689655,Ben Chilwell
בנז'מין פבאר,9,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,5,450,1,0,0.6,7.335,0.5555555555555556,0.5555555555555556,0.07142857142857142,0.0,0.045454545454545456,Benjamin Pavard
ג'ורדי אלבה,9,0,D,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,2,180,0,3,0.5,7.63,0.2857142857142857,0.28081123244929795,0.0,0.1875,0.08571428571428572,Jordi Alba
טרנט אלכסנדר-ארנולד,9,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,2,183,0,0,0.3,6.28,0.25,0.25920679886685555,0.0,0.0,0.0,Trent Alexander-Arnold
לוקאס הרננדז,9,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,6,503,0,0,0.6,6.645,0.6666666666666666,0.6209876543209877,0.0,0.0,0.0,Lucas Hernández
מרקוס יורנטה,9,0,D,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,2,205,0,0,0.7,6.65,0.2857142857142857,0.31981279251170047,0.0,0.0,0.0,Marcos Llorente
פרסנל קמפמבה,9,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,6,540,0,0,0.65,7.045,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Presnel Kimpembe
אואן וינדאל,8,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,4,361,0,2,0.75,7.085,0.4444444444444444,0.445679012345679,0.0,0.14285714285714285,0.0625,Owen Wijndal
אלסנדרו באסטוני,8,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,3,269,0,0,0.5,7.1850000000000005,0.3333333333333333,0.33209876543209876,0.0,0.0,0.0,Alessandro Bastoni
אלסנדרו פלורנצי,8,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,6,491,0,1,0.55,6.890000000000001,0.6666666666666666,0.6061728395061728,0.0,0.1,0.043478260869565216,Alessandro Florenzi
בורנה בארישיץ',8,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,5,439,0,1,0.15,6.635,0.5555555555555556,0.5419753086419753,0.0,0.125,0.05,Borna Barisic
ג'ון סטונס,8,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,3,226,0,1,0.7,6.53,0.375,0.32011331444759206,0.0,0.07692307692307693,0.034482758620689655,John Stones
דיילי בלינד,8,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,7,563,0,0,0.65,6.555,0.7777777777777778,0.6950617283950618,0.0,0.0,0.0,Daley Blind
דנזל דמפריס,8,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,4,344,0,2,0.5,6.795,0.4444444444444444,0.4246913580246914,0.0,0.14285714285714285,0.0625,Denzel Dumfries
הארי מגווייר,8,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,5,391,1,0,0.75,6.93,0.625,0.5538243626062322,0.0625,0.0,0.034482758620689655,Harry Maguire
ז'ואאו קאנסלו,8,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,7,632,1,2,1.25,7.285,0.7777777777777778,0.7802469135802469,0.058823529411764705,0.14285714285714285,0.0967741935483871,João Cancelo
טובי אלדרווירלד,8,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,9,810,0,1,0.75,7.105,1.0,1.0,0.0,0.05,0.020833333333333332,Toby Alderweireld
יאן ורטונגן,8,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,7,604,0,0,0.0,7.055,0.7777777777777778,0.745679012345679,0.0,0.0,0.0,Jan Vertonghen
לאונרדו בונוצ'י,8,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,6,540,0,0,0.75,7.045,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,Leonardo Bonucci
מתיאס גינטר,8,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,8,733,1,2,0.6,6.59,1.0,1.0,0.06666666666666667,0.16666666666666666,0.1111111111111111,Matthias Ginter
מתייס דה ליכט,8,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,3,270,0,0,1.7,7.61,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Matthijs de Ligt
פאו טורס,8,0,D,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,6,540,0,0,0.2,6.89,0.8571428571428571,0.8424336973478939,0.0,0.0,0.0,Pau Torres
קייל ווקר,8,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,7,584,0,0,0.55,6.609999999999999,0.875,0.8271954674220963,0.0,0.0,0.0,Kyle Walker
רובן דיאס,8,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,9,810,2,0,0.9,7.050000000000001,1.0,1.0,0.11764705882352941,0.0,0.06451612903225806,Rúben Dias
רפאל גריירו,8,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,5,449,0,1,1.0,7.23,0.5555555555555556,0.554320987654321,0.0,0.07142857142857142,0.03225806451612903,Raphael Guerreiro
תומא מונייה,8,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,6,540,0,2,0.4,7.305,0.6666666666666666,0.6666666666666666,0.0,0.1,0.041666666666666664,Thomas Meunier
אמרסון,7,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,5,401,0,0,1.75,7.23,0.5555555555555556,0.49506172839506174,0.0,0.0,0.0,Emerson
פפה,7,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,4,360,0,1,1.0,7.43,0.4444444444444444,0.4444444444444444,0.0,0.07142857142857142,0.03225806451612903,Pepe
אמרה צ'אן,7,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,4,386,0,0,0.75,6.83,0.5,0.5266030013642565,0.0,0.0,0.0,Emre Can
אנדראס כריסטנסן,7,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,8,676,0,0,0.25,7.005,0.8888888888888888,0.8825065274151436,0.0,0.0,0.0,Andreas Christensen
אריק גרסיה,7,0,D,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,3,342,0,0,0.35,6.625,0.42857142857142855,0.5335413416536662,0.0,0.0,0.0,Eric García
ברטוש ברשינסקי,7,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,6,528,0,1,0.15,6.65,0.75,0.7021276595744681,0.0,0.07692307692307693,0.038461538461538464,Bartosz Bereszynski
ג'יורג'יו קייליני,7,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,3,270,0,0,0.0,7.57,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,Giorgio Chiellini
ג'ייסון דנאייר,7,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,8,721,1,0,0.1,6.735,0.8888888888888888,0.8901234567901235,0.03571428571428571,0.0,0.020833333333333332,Jason Denayer
דומאגוי וידה,7,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,4,393,0,0,0.5,6.324999999999999,0.4444444444444444,0.48518518518518516,0.0,0.0,0.0,Domagoj Vida
דיאן לוברן,7,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,7,630,1,0,0.45,6.955,0.7777777777777778,0.7777777777777778,0.08333333333333333,0.0,0.05,Dejan Lovren
דניאל ואס,7,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,8,700,0,0,0.9,7.26,0.8888888888888888,0.9138381201044387,0.0,0.0,0.0,Daniel Wass
ויקטור לינדלוף,7,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,7,606,0,0,0.35,6.875,0.875,0.8681948424068768,0.0,0.0,0.0,Victor Lindelöf
ז'וזה פונטה,7,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,3,270,0,0,1.0,6.455,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,José Fonte
יאן בדנארק,7,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,7,630,0,0,0.0,6.335,0.875,0.8377659574468085,0.0,0.0,0.0,Jan Bednarek
יואל פלטמן,7,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,2,193,0,0,0.0,6.68,0.2222222222222222,0.2382716049382716,0.0,0.0,0.0,Joël Veltman
יואקים מהלה,7,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,3,340,1,0,0.75,6.785,0.3333333333333333,0.44386422976501305,0.05,0.0,0.03225806451612903,Joakim Maehle
לאונרדו ספינצולה,7,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,3,320,0,0,0.6,7.029999999999999,0.3333333333333333,0.3950617283950617,0.0,0.0,0.0,Leonardo Spinazzola
לודוויג אוגוסטינסון,7,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,4,353,1,0,0.5,6.755,0.5,0.505730659025788,0.1111111111111111,0.0,0.06666666666666667,Ludwig Augustinsson
לוקה דין,7,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,3,308,0,2,0.0,7.234999999999999,0.3333333333333333,0.3802469135802469,0.0,0.25,0.09090909090909091,Lucas Digne
מנואל אקנג'י,7,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,5,450,0,0,0.4,6.710000000000001,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,Manuel Akanji
מריו פרננדס,7,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,5,450,3,0,1.1,7.305,0.625,0.6329113924050633,0.2,0.0,0.11538461538461539,Mario Fernandes
מרסל הלסטנברג,7,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,1,123,0,0,0.0,6.33,0.125,0.16780354706684858,0.0,0.0,0.0,Marcel Halstenberg
נונו מנדש,7,0,D,פורטוגל,0.823428402144593,0,0,הונגריה,0.15166163251232578,0,0,2,198,0,0,0.3,7.28,0.2222222222222222,0.24444444444444444,0.0,0.0,0.0,Nuno Mendes
ניקו אלבדי,7,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,7,619,0,0,0.6,6.890000000000001,1.0,0.9825396825396825,0.0,0.0,0.0,Nico Elvedi
סטפן דה פריי,7,0,D,הולנד,0.7444165802422154,0,0,אוקראינה,0.398685614063681,0,0,4,360,0,0,0.8,6.9,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,Stefan de Vrij
סיימון קיאר,7,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,7,649,0,0,0.75,7.06,0.7777777777777778,0.8472584856396866,0.0,0.0,0.0,Simon Kjaer
פביאן שר,7,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,2,180,0,0,0.0,5.23,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,Fabian Schär
קורט זומה,7,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,1,135,0,0,0.5,6.555,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,Kurt Zouma
קמיל גליק,7,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,8,752,1,0,0.65,6.805,1.0,1.0,0.07692307692307693,0.0,0.038461538461538464,Kamil Glik
רובין גוסנס,7,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,4,281,0,1,0.15,6.38,0.5,0.38335607094133695,0.0,0.08333333333333333,0.037037037037037035,Robin Gosens
ריקרדו רודריגס,7,0,D,שווייץ,0.6347220497687727,0,0,וויילס,0.43758096347044995,0,0,7,604,0,1,0.7,7.125,1.0,0.9587301587301588,0.0,0.125,0.05555555555555555,Ricardo Rodríguez
שימה ורסאליקו,7,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,2,136,0,0,0.5,6.49,0.2222222222222222,0.16790123456790124,0.0,0.0,0.0,Sime Vrsaljko
תומאס ורמאלן,7,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,1,46,0,0,0.0,6.3,0.1111111111111111,0.056790123456790124,0.0,0.0,0.0,Thomas Vermaelen
אוזן קאבאק,6,0,D,טורקיה,0.6337932201305448,0,0,איטליה,0.9208837109446589,0,0,5,480,0,0,0.15,6.55,0.625,0.7079646017699115,0.0,0.0,0.0,Ozan Kabak
אלכסנדר דרגוביץ',6,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,6,546,1,0,0.35,6.67,0.6666666666666666,0.6859296482412061,0.07142857142857142,0.0,0.04,Aleksandar Dragovic
אמיל קראפט,6,0,D,שבדיה,0.6155543021008592,0,0,ספרד,0.7863741106464169,0,0,1,120,0,0,0.0,6.1850000000000005,0.125,0.17191977077363896,0.0,0.0,0.0,Emil Krafth
אנדי רוברטסון,6,0,D,סקוטלנד,0.18797231776519688,0,0,צ`כיה,0.4328339833197214,0,0,7,630,0,1,0.5,6.895,0.875,0.875,0.0,0.1,0.045454545454545456,Andrew Robertson
אנדראס אולמר,6,0,D,אוסטריה,0.4274293041742171,0,0,צפון מקדוניה,0.02757270071027259,0,0,6,520,0,1,0.4,6.45,0.6666666666666666,0.6532663316582915,0.0,0.09090909090909091,0.04,Andreas Ulmer
אנדריי סמנוב,6,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,8,641,0,1,0.0,6.74,1.0,0.9015471167369902,0.0,0.09090909090909091,0.038461538461538464,Andrey Semenov
בן דייויס,6,0,D,וויילס,0.43758096347044995,0,0,שווייץ,0.6347220497687727,0,0,5,450,0,0,0.4,7.12,0.625,0.625,0.0,0.0,0.0,Ben Davies
ג'ובאני די לורנצו,6,0,D,איטליה,0.9208837109446589,0,0,טורקיה,0.6337932201305448,0,0,0,68,0,0,0.5,6.475,0.0,0.08395061728395062,0.0,0.0,0.0,Giovanni Di Lorenzo
גיאורגי דז'יקיה,6,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,7,630,0,0,0.75,6.345,0.875,0.8860759493670886,0.0,0.0,0.0,Georgi Dzhikiya
דדריק בויאטה,6,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,2,226,0,0,0.0,6.275,0.2222222222222222,0.27901234567901234,0.0,0.0,0.0,Dedryck Boyata
דוייה צ'אלטה-צאר,6,0,D,קרואטיה,0.5556789126350667,0,0,אנגליה,0.8693609080358129,0,0,5,450,0,0,0.0,6.73,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,Duje Caleta-Car
ולדימיר צופאל,6,0,D,צ`כיה,0.4328339833197214,0,0,סקוטלנד,0.18797231776519688,0,0,7,627,1,1,0.55,6.975,1.0,0.9952380952380953,0.06666666666666667,0.08333333333333333,0.07407407407407407,Vladimir Coufal
חוסה גאיה,6,0,D,ספרד,0.7863741106464169,0,0,שבדיה,0.6155543021008592,0,0,4,360,1,2,0.35,6.74,0.5714285714285714,0.5616224648985959,0.05263157894736842,0.125,0.08571428571428572,José Gayà
טיירון מינגס,6,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,1,215,0,0,0.0,6.47,0.125,0.3045325779036827,0.0,0.0,0.0,Tyrone Mings
טימותי קסטאן,6,0,D,בלגיה,0.9179063105527637,0,0,רוסיה,0.366186018983931,0,0,3,298,0,0,0.75,6.45,0.3333333333333333,0.36790123456790125,0.0,0.0,0.0,Timothy Castagne
יאניק וסטרגארד,6,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,2,196,0,0,0.0,7.06,0.2222222222222222,0.2558746736292428,0.0,0.0,0.0,Jannik Vestergaard
יואקים אנדרסן,6,0,D,דנמרק,0.7458117240666777,0,0,פינלנד,0.04697682260816799,0,0,1,128,0,0,0.0,6.94,0.1111111111111111,0.1671018276762402,0.0,0.0,0.0,Joachim Andersen
יורי ז'ירקוב,6,0,D,רוסיה,0.366186018983931,0,0,בלגיה,0.9179063105527637,0,0,7,564,0,0,0.85,6.46,0.875,0.7932489451476793,0.0,0.0,0.0,Yuri Zhirkov
לאו דובואה,6,0,D,צרפת,0.9571898174009289,0,0,גרמניה,0.7603312730167239,0,0,2,178,0,0,0.0,6.775,0.2222222222222222,0.21975308641975308,0.0,0.0,0.0,Léo Dubois
לוק שואו,6,0,D,אנגליה,0.8693609080358129,0,0,קרואטיה,0.5556789126350667,0,0,1,90,0,1,0.0,7.91,0.125,0.1274787535410765,0.0,0.07692307692307693,0.034482758620689655,Luke Shaw
לוקאס קלוסטרמן,6,0,D,גרמניה,0.7603312730167239,0,0,צרפת,0.9571898174009289,0,0,4,360,0,0,0.25,6.84,0.5,0.49113233287858116,0.0,0.0,0.0,Lukas Klostermann
מאצ'יי ריבוס,6,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,3,256,0,2,0.25,6.96,0.375,0.3404255319148936,0.0,0.15384615384615385,0.07692307692307693,Maciej Rybus
מיכל הליק,6,0,D,פולין,0.43606352344699884,0,0,סלובקיה,0.12769003786816638,0,0,2,112,0,0,0.0,5.73,0.25,0.14893617021276595,0.0,0.0,0.0,Michal Helik
